,Name,UniqeIdentifier,No.,name_url,HP,Att,Def,S.Att,S.Def,Spd,Ph.Sweep,Sp.Sweep,Wall,Ph.Tank,Sp.Tank,PrimaryType,SecondaryType,Ability,Ability Gen,Ability Category,Activation Requirement,Gen,Male%,Female%,against_Normal,against_Fire,against_Water,against_Electric,against_Grass,against_Ice,against_Fight,against_Poison,against_Ground,against_Flying,against_Psychic,against_Bug,against_Rock,against_Ghost,against_Dragon,against_Dark,against_Steel,against_Fairy,Height (m),Weight (kg),Capture Rate,Base Happiness,Base Egg Steps,Experience Growth,mega_evolution,overall_legendary,final_stage,regional_form
899,Timburr,532timburrGuts5,532,timburr,75,80,55,25,35,35,115,60,165,135,60,fighting,,Guts,3,Conditional Power Boosts,Yes,5,75.0,25.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.6,12.5,180,70,2560,Medium Slow,0,0,0,0
900,Ting-Lu,1003ting-luVessel of Ruin9,1003,ting-lu,155,110,125,55,80,45,155,100,360,235,135,dark,ground,Vessel of Ruin,9,Stats Affected,No,9,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,0.5,1.0,2.0,2.7,699.7,6,0,6400,Slow,0,1,1,0
901,Tinkatink,957tinkatinkMold Breaker9,957,tinkatink,50,45,45,35,64,58,103,93,159,90,99,fairy,steel,Mold Breaker,4,Immunity to Effects,No,9,0.0,100.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,0.4,8.9,190,50,2560,Medium Slow,0,0,0,0
902,Tinkaton,959tinkatonMold Breaker9,959,tinkaton,85,75,77,70,105,94,169,164,267,152,175,fairy,steel,Mold Breaker,4,Immunity to Effects,No,9,0.0,100.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,0.7,112.8,45,50,2560,Medium Slow,0,0,1,0
903,Tinkatuff,958tinkatuffMold Breaker9,958,tinkatuff,65,55,55,45,82,78,133,123,202,110,127,fairy,steel,Mold Breaker,4,Immunity to Effects,No,9,0.0,100.0,0.5,2.0,1.0,1.0,0.5,0.5,1.0,0.0,2.0,0.5,0.5,0.25,0.5,1.0,0.0,0.5,1.0,0.5,0.7,59.1,90,50,2560,Medium Slow,0,0,0,0
904,Tirtouga,564tirtougaSolid Rock5,564,tirtouga,54,78,103,53,45,22,100,75,202,181,98,water,rock,Solid Rock,4,Damage Modification,No,5,88.14,11.86,0.5,0.25,1.0,2.0,4.0,0.5,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7,16.5,45,50,3840,Medium Fast,0,0,0,0
905,Toedscool,948toedscoolMycelium Might9,948,toedscool,40,40,35,50,100,70,110,120,175,75,150,ground,grass,Mycelium Might,9,Ability Interaction,No,9,50.0,50.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.9,33.0,190,50,2560,Medium Slow,0,0,0,0
906,Toedscruel,949toedscruelMycelium Might9,949,toedscruel,80,70,65,80,120,100,170,180,265,135,200,ground,grass,Mycelium Might,9,Ability Interaction,No,9,50.0,50.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.9,58.0,90,50,2560,Medium Slow,0,0,1,0
907,Togedemaru,777togedemaruIron Barbs7,777,togedemaru,65,98,63,40,73,96,194,136,201,161,113,electric,steel,Iron Barbs,5,Miscellaneous,Yes,7,50.2,49.8,0.5,2.0,1.0,0.5,0.5,0.5,2.0,0.0,4.0,0.25,0.5,0.5,0.5,1.0,0.5,1.0,0.25,0.5,0.3,3.3,180,50,1280,Medium Fast,0,0,1,0
908,Togekiss,468togekissHustle4,468,togekiss,85,50,95,120,115,80,130,200,295,145,235,fairy,flying,Hustle,3,Stats Affected,No,4,88.14,11.86,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0,1.5,38.0,30,50,1280,Fast,0,0,1,0
909,Togepi,175togepiHustle2,175,togepi,35,20,65,40,65,20,40,60,165,85,105,fairy,,Hustle,3,Stats Affected,No,2,88.14,11.86,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,2.0,1.0,0.3,1.5,190,50,1280,Fast,0,0,0,0
910,Togetic,176togeticHustle2,176,togetic,55,40,85,80,105,40,80,120,245,125,185,fairy,flying,Hustle,3,Stats Affected,No,2,88.14,11.86,1.0,1.0,1.0,2.0,0.5,2.0,0.25,2.0,0.0,1.0,1.0,0.25,2.0,1.0,0.0,0.5,2.0,1.0,0.6,3.2,75,50,1280,Fast,0,0,0,0
911,Torchic,255torchicBlaze3,255,torchic,45,60,40,70,50,45,105,115,135,100,120,fire,,Blaze,3,Conditional Power Boosts,Yes,3,88.0,12.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.4,2.5,45,50,2560,Medium Slow,0,0,0,0
912,Torkoal,324torkoalWhite Smoke3,324,torkoal,70,85,140,85,70,20,105,105,280,225,155,fire,,White Smoke,3,Stats Affected,Yes,3,50.0,50.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.5,80.4,90,50,2560,Medium Fast,0,0,1,0
913,Tornadus,641tornadusPrankster5,641,tornadus,79,115,70,125,80,111,226,236,229,185,205,flying,,Prankster,5,Status Affected,No,5,100.0,0.0,1.0,1.0,1.0,2.0,0.5,2.0,0.5,1.0,0.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.5,63.0,3,90,15360,Slow,0,1,1,0
914,Torracat,726torracatBlaze7,726,torracat,65,85,50,80,50,90,175,170,165,135,130,fire,,Blaze,3,Conditional Power Boosts,Yes,7,88.0,12.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.7,25.0,45,50,1920,Medium Slow,0,0,0,0
915,Torterra,389torterraOvergrow4,389,torterra,95,109,105,75,85,56,165,131,285,214,160,grass,ground,Overgrow,3,Conditional Power Boosts,Yes,4,88.0,12.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,2.2,310.0,45,50,2560,Medium Slow,0,0,1,0
916,Totodile,158totodileTorrent2,158,totodile,50,65,64,44,48,43,108,87,162,129,92,water,,Torrent,3,Conditional Power Boosts,Yes,2,88.0,12.0,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.6,9.5,45,50,2560,Medium Slow,0,0,0,0
917,Toucannon,733toucannonKeen Eye7,733,toucannon,80,120,75,75,75,60,180,135,230,195,150,normal,flying,Keen Eye,3,Damage Modification,Yes,7,50.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.1,26.0,45,50,1920,Medium Fast,0,0,1,0
918,Toxapex,748toxapexMerciless7,748,toxapex,50,63,152,53,142,35,98,88,344,215,195,poison,water,Merciless,7,Critical Hit Interaction,Yes,7,50.0,50.0,1.0,0.5,0.5,2.0,1.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.7,14.5,75,50,2560,Medium Fast,0,0,1,0
919,Toxel,848toxelRattled8,848,toxel,40,38,35,54,35,40,78,94,110,73,89,electric,poison,Rattled,5,Stats Affected,No,8,50.0,50.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.4,11.0,75,50,3200,Medium Slow,0,0,0,0
920,Toxicroak,454toxicroakAnticipation4,454,toxicroak,83,106,65,86,65,85,191,171,213,171,151,poison,fighting,Anticipation,4,Miscellaneous,No,4,50.0,50.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,2.0,4.0,0.25,0.5,1.0,1.0,0.5,1.0,1.0,1.3,44.4,75,50,2560,Medium Fast,0,0,1,0
921,Toxtricity,849toxtricityPunk Rock8,849,toxtricity,75,98,70,114,70,75,173,189,215,168,184,electric,poison,Punk Rock,8,Conditional Power Boosts,No,8,50.0,50.0,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.5,4.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.6,40.0,45,50,3200,Medium Slow,0,0,1,0
922,Tranquill,520tranquillBig Pecks5,520,tranquill,62,77,62,50,42,65,142,115,166,139,92,normal,flying,Big Pecks,5,Damage Modification,Yes,5,50.2,49.8,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.6,15.0,120,50,1920,Medium Slow,0,0,0,0
923,Trapinch,328trapinchHyper Cutter3,328,trapinch,45,100,45,45,45,10,110,55,135,145,90,ground,,Hyper Cutter,3,Stats Affected,Yes,3,50.0,50.0,1.0,1.0,2.0,0.0,2.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.7,15.0,255,50,2560,Medium Slow,0,0,0,0
924,Treecko,252treeckoOvergrow3,252,treecko,40,45,35,65,55,70,115,135,130,80,120,grass,,Overgrow,3,Conditional Power Boosts,Yes,3,88.0,12.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,5.0,45,50,2560,Medium Slow,0,0,0,0
925,Trevenant,709trevenantNatural Cure6,709,trevenant,85,110,76,65,82,56,166,121,243,186,147,ghost,grass,Natural Cure,3,Stats Affected,Yes,6,50.0,50.0,0.0,2.0,0.5,0.5,0.5,2.0,0.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.5,71.0,60,50,2560,Medium Fast,0,0,1,0
926,Tropius,357tropiusChlorophyll3,357,tropius,99,68,83,72,87,51,119,123,269,151,159,grass,flying,Chlorophyll,3,Stats Affected,Yes,3,50.0,50.0,1.0,2.0,0.5,1.0,0.25,4.0,0.5,2.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,200,50,3200,Slow,0,0,1,0
927,Trubbish,568trubbishStench5,568,trubbish,50,50,62,40,62,65,115,105,174,112,102,poison,,Stench,3,Stats Affected,Yes,5,50.2,49.8,1.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.5,0.6,31.0,190,50,2560,Medium Fast,0,0,0,0
928,Trumbeak,732trumbeakKeen Eye7,732,trumbeak,55,85,50,40,50,75,160,115,155,135,90,normal,flying,Keen Eye,3,Damage Modification,Yes,7,50.0,50.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,0.6,14.8,120,50,1920,Medium Fast,0,0,0,0
929,Tsareena,763tsareenaLeaf Guard7,763,tsareena,72,120,98,50,98,72,192,122,268,218,148,grass,,Leaf Guard,4,Stats Affected,Yes,7,0.0,100.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2,21.4,45,50,2560,Medium Slow,0,0,1,0
930,Turtonator,776turtonatorShell Armor7,776,turtonator,60,78,135,91,85,36,114,127,280,213,176,fire,dragon,Shell Armor,3,Critical Hit Interaction,Yes,7,50.2,49.8,1.0,0.25,1.0,0.5,0.25,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,2.0,212.0,70,50,2560,Medium Fast,0,0,1,0
931,Turtwig,387turtwigOvergrow4,387,turtwig,55,68,64,45,55,31,99,76,174,132,100,grass,,Overgrow,3,Conditional Power Boosts,Yes,4,88.0,12.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4,10.2,45,50,2560,Medium Slow,0,0,0,0
932,Tympole,535tympoleSwift Swim5,535,tympole,50,50,40,50,40,64,114,114,130,90,90,water,,Swift Swim,3,Stats Affected,Yes,5,50.2,49.8,1.0,0.5,0.5,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,4.5,255,50,2560,Medium Slow,0,0,0,0
933,Tynamo,602tynamoLevitate5,602,tynamo,35,55,40,45,40,60,115,105,115,95,85,electric,,Levitate,3,Type Advantage and Manipulation,No,5,50.0,50.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.2,0.3,190,50,2560,Slow,0,0,0,0
934,Type: Null,772type:nullBattle Armor7,772,type:null,95,95,95,95,95,59,154,154,285,190,190,normal,,Battle Armor,3,Critical Hit Interaction,Yes,7,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.9,120.5,3,0,15360,Slow,0,1,0,0
935,Typhlosion,157typhlosionBlaze2,157,typhlosion,78,84,78,109,85,100,184,209,241,162,194,fire,ghost,Blaze,3,Conditional Power Boosts,Yes,2,88.0,12.0,1.0,0.5,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,1.7,79.5,45,50,2560,Medium Slow,0,0,1,0
936,Tyranitar,248tyranitarSand Stream2,248,tyranitar,100,134,110,95,100,61,195,156,310,244,195,rock,dark,Sand Stream,3,Weather,Yes,2,50.0,50.0,0.5,0.5,2.0,1.0,2.0,1.0,4.0,0.5,2.0,0.5,0.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,202.0,45,35,5120,Slow,1,0,1,0
937,Tyrantrum,697tyrantrumStrong Jaw6,697,tyrantrum,82,121,119,69,59,71,192,140,260,240,128,rock,dragon,Strong Jaw,6,Conditional Power Boosts,Yes,6,88.14,11.86,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.5,270.0,45,50,3840,Medium Fast,0,0,1,0
938,Tyrogue,236tyrogueGuts2,236,tyrogue,35,35,35,35,35,35,70,70,105,70,70,fighting,,Guts,3,Conditional Power Boosts,Yes,2,100.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.5,0.5,1.0,1.0,0.5,1.0,2.0,0.7,21.0,75,50,3200,Medium Fast,0,0,0,0
939,Tyrunt,696tyruntStrong Jaw6,696,tyrunt,58,89,77,45,45,48,137,93,180,166,90,rock,dragon,Strong Jaw,6,Conditional Power Boosts,Yes,6,88.14,11.86,0.5,0.25,1.0,0.5,1.0,2.0,2.0,0.5,2.0,0.5,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.8,26.0,45,50,3840,Medium Fast,0,0,0,0
940,Umbreon,197umbreonSynchronize2,197,umbreon,95,65,110,60,130,65,130,125,335,175,190,dark,,Synchronize,3,Status Affected,No,2,88.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,1.0,27.0,45,35,4480,Medium Fast,0,0,1,0
941,Unfezant,521unfezantBig Pecks5,521,unfezant,80,115,80,65,55,93,208,158,215,195,120,normal,flying,Big Pecks,5,Damage Modification,Yes,5,50.2,49.8,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,0.0,1.0,1.0,1.0,1.0,1.2,29.0,45,50,1920,Medium Slow,0,0,1,0
942,Unown,201unownLevitate2,201,unown,48,72,48,72,48,48,120,120,144,120,120,psychic,,Levitate,3,Type Advantage and Manipulation,No,2,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.5,5.0,225,50,5120,Medium Fast,0,0,1,0
943,Ursaluna,901ursalunaGuts8,901,ursaluna,130,140,105,45,80,50,190,95,315,245,125,ground,normal,Guts,3,Conditional Power Boosts,Yes,8,50.0,50.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,2.4,290.0,20,50,2560,Medium Fast,0,0,1,0
944,Ursaring,217ursaringGuts2,217,ursaring,90,130,75,75,75,55,185,130,240,205,150,normal,,Guts,3,Conditional Power Boosts,Yes,2,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.8,125.8,60,50,2560,Medium Fast,0,0,0,0
945,Urshifu,892urshifuUnseen Fist8,892,urshifu,100,130,100,63,60,97,227,160,260,230,123,fighting,dark,Unseen Fist,8,Miscellaneous,No,8,88.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.5,0.5,1.0,0.25,1.0,4.0,1.9,105.0,3,50,15360,Slow,0,1,1,0
946,Uxie,480uxieLevitate4,480,uxie,75,75,130,75,130,95,170,170,335,205,205,psychic,,Levitate,3,Type Advantage and Manipulation,No,4,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.3,0.3,3,140,10240,Slow,0,1,1,0
947,Vanillish,583vanillishIce Body5,583,vanillish,51,65,65,80,75,59,124,139,191,130,155,ice,,Ice Body,4,Miscellaneous,Yes,5,50.2,49.8,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.1,41.0,120,50,2560,Slow,0,0,0,0
948,Vanillite,582vanilliteIce Body5,582,vanillite,36,50,50,65,60,44,94,109,146,100,125,ice,,Ice Body,4,Miscellaneous,Yes,5,50.2,49.8,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.4,5.7,255,50,2560,Slow,0,0,0,0
949,Vanilluxe,584vanilluxeIce Body5,584,vanilluxe,71,95,85,110,95,79,174,189,251,180,205,ice,,Ice Body,4,Miscellaneous,Yes,5,50.2,49.8,1.0,2.0,1.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.3,57.5,45,50,2560,Slow,0,0,1,0
950,Vaporeon,134vaporeonWater Absorb1,134,vaporeon,130,65,60,110,95,65,130,175,285,125,205,water,,Water Absorb,3,Healing,Yes,1,88.0,12.0,1.0,0.5,0.0,2.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,29.0,45,50,4480,Medium Fast,0,0,1,0
951,Varoom,965varoomOvercoat9,965,varoom,45,70,63,30,45,47,117,77,153,133,75,steel,poison,Overcoat,5,Weather,No,9,50.0,50.0,0.5,2.0,1.0,1.0,0.25,0.5,1.0,0.0,4.0,0.5,1.0,0.25,0.5,1.0,0.5,1.0,0.5,0.25,1.0,35.0,190,50,2560,Medium Fast,0,0,0,0
952,Veluza,976veluzaMold Breaker9,976,veluza,90,102,73,78,65,70,172,148,228,175,143,water,psychic,Mold Breaker,4,Immunity to Effects,No,9,50.0,50.0,1.0,0.5,0.5,2.0,2.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,0.5,1.0,2.5,90.0,100,50,2560,Fast,0,0,1,0
953,Venipede,543venipedePoison Point5,543,venipede,30,45,59,30,39,57,102,87,128,104,69,bug,poison,Poison Point,3,Status Affected,No,5,50.2,49.8,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,0.4,5.3,255,50,1920,Medium Slow,0,0,0,0
954,Venomoth,49venomothShield Dust1,49,venomoth,70,65,60,90,75,90,155,180,205,125,165,bug,poison,Shield Dust,3,Miscellaneous,No,1,50.0,50.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,1.5,12.5,75,50,2560,Medium Fast,0,0,1,0
955,Venonat,48venonatCompound Eyes1,48,venonat,60,55,50,40,55,45,100,85,165,105,95,bug,poison,Compound Eyes,3,Stats Affected,No,1,50.0,50.0,1.0,2.0,1.0,1.0,0.25,1.0,0.25,0.5,1.0,2.0,2.0,0.5,2.0,1.0,1.0,1.0,1.0,0.5,1.0,30.0,190,50,2560,Medium Fast,0,0,0,0
956,Venusaur,3venusaurOvergrow1,3,venusaur,80,82,83,100,100,80,162,180,263,165,200,grass,poison,Overgrow,3,Conditional Power Boosts,Yes,1,88.0,12.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,2.0,100.0,45,50,2560,Medium Slow,1,0,1,0
957,Vespiquen,416vespiquenPressure4,416,vespiquen,70,80,102,80,102,40,120,120,274,182,182,bug,flying,Pressure,3,Stats Affected,No,4,0.0,100.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.2,38.5,45,50,1920,Medium Slow,0,0,1,0
958,Vibrava,329vibravaLevitate3,329,vibrava,50,70,50,50,50,70,140,120,150,120,100,ground,dragon,Levitate,3,Type Advantage and Manipulation,No,3,50.0,50.0,1.0,0.5,1.0,0.0,1.0,4.0,1.0,0.5,0.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.1,15.3,120,50,2560,Medium Slow,0,0,0,0
959,Victini,494victiniVictory Star5,494,victini,100,100,100,100,100,100,200,200,300,200,200,psychic,fire,Victory Star,5,Stats Affected,No,5,0.0,0.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,1.0,2.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0,0.5,0.5,0.4,4.0,3,100,15360,Slow,0,1,1,0
960,Victreebel,71victreebelChlorophyll1,71,victreebel,80,105,65,100,70,70,175,170,215,170,170,grass,poison,Chlorophyll,3,Stats Affected,Yes,1,50.0,50.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.7,15.5,45,50,2560,Medium Slow,0,0,1,0
961,Vigoroth,288vigorothVital Spirit3,288,vigoroth,80,80,80,55,55,90,170,145,215,160,110,normal,,Vital Spirit,3,Damage Modification,Yes,3,50.0,50.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.4,46.5,120,50,1920,Slow,0,0,0,0
962,Vikavolt,738vikavoltLevitate7,738,vikavolt,77,70,90,145,75,43,113,188,242,160,220,bug,electric,Levitate,3,Type Advantage and Manipulation,No,7,50.0,50.0,1.0,2.0,1.0,0.5,0.5,1.0,0.5,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.5,45.0,45,50,1920,Medium Fast,0,0,1,0
963,Vileplume,45vileplumeChlorophyll1,45,vileplume,75,80,85,110,90,50,130,160,250,165,200,grass,poison,Chlorophyll,3,Stats Affected,Yes,1,50.0,50.0,1.0,2.0,0.5,0.5,0.25,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.2,18.6,45,50,2560,Medium Slow,0,0,1,0
964,Virizion,640virizionJustified5,640,virizion,91,90,72,90,129,108,198,198,292,162,219,grass,fighting,Justified,5,Stats Affected,Yes,5,0.0,0.0,1.0,2.0,0.5,0.5,0.5,2.0,1.0,2.0,0.5,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,2.0,2.0,200.0,3,35,10240,Slow,0,1,1,0
965,Vivillon,666vivillonShield Dust6,666,vivillon,80,52,50,90,50,89,141,179,180,102,140,bug,flying,Shield Dust,3,Miscellaneous,No,6,50.0,50.0,1.0,2.0,1.0,2.0,0.25,2.0,0.25,1.0,0.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,1.0,1.0,1.2,17.0,45,50,1920,Medium Fast,0,0,1,0
966,Volbeat,313volbeatIlluminate3,313,volbeat,65,73,75,47,85,85,158,132,225,148,132,bug,,Illuminate,3,Stats Affected,Yes,3,100.0,0.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.7,17.7,150,50,1920,Erratic,0,0,1,0
967,Volcanion,721volcanionWater Absorb6,721,volcanion,80,110,120,130,90,70,180,200,290,230,220,fire,water,Water Absorb,3,Healing,Yes,6,0.0,0.0,1.0,0.25,0.0,2.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.25,0.5,1.7,195.0,3,100,15360,Slow,0,1,1,0
968,Volcarona,637volcaronaFlame Body5,637,volcarona,85,60,65,135,105,100,160,235,255,125,240,bug,fire,Flame Body,3,Status Affected,No,5,50.0,50.0,1.0,1.0,2.0,1.0,0.25,0.5,0.5,1.0,1.0,2.0,1.0,0.5,4.0,1.0,1.0,1.0,0.5,0.5,1.6,46.0,15,50,5120,Slow,0,0,1,0
969,Voltorb,100voltorbSoundproof1,100,voltorb,40,30,50,55,55,100,130,155,145,80,110,electric,grass,Soundproof,3,Damage Modification,No,1,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,10.4,190,50,2560,Medium Fast,0,0,0,0
970,Vullaby,629vullabyBig Pecks5,629,vullaby,70,55,75,45,65,60,115,105,210,130,110,dark,flying,Big Pecks,5,Damage Modification,Yes,5,0.0,100.0,1.0,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.5,1.0,0.5,1.0,2.0,0.5,9.0,190,35,2560,Slow,0,0,0,0
971,Vulpix,37vulpixFlash Fire1,37,vulpix,38,41,40,50,65,65,106,115,143,81,115,fire,,Flash Fire,3,Conditional Power Boosts,Yes,1,25.0,75.0,1.0,0.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.5,0.5,0.6,9.9,190,50,2560,Medium Fast,0,0,0,0
